Drug name	STITCH ID	Phase	Drug status	Smiles	Level 1 ATC Codes
SD-06	CIDs09865587	Phase 1	unapproved	O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1	
D07592	CIDs09865603	Phase 2	unapproved	C[S+](CCC(N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	
laropiprant	CIDs09867642	Phase 3	unapproved	CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3	
OSI-930	CIDs09868037	Phase 1	unapproved	O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12	
tafluprost	CIDs09868491	Phase 4	approved	CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/C(F)(F)COc1ccccc1	S - SENSORY ORGANS
diazepinomicin	CIDs09868980	Phase 2	unapproved	CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21	
GW328267	CIDs09869857	Phase 1	unapproved	CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(N[C@H](CO)Cc5ccccc5)nc43)[C@H](O)[C@@H]2O)n1	
avanafil	CIDs09869929	Phase 4	approved	COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl	G - GENITO URINARY SYSTEM AND SEX HORMONES
netazepide	CIDs09870520	Phase 2	unapproved	CNc1cccc(NC(=O)N[C@@H]2N=C(c3ccccn3)c3ccccc3N(CC(=O)C(C)(C)C)C2=O)c1	
fimasartan	CIDs09870652	Phase 3	unapproved	CCCCc1nc(C)c(CC(=S)N(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1	C - CARDIOVASCULAR SYSTEM
talmapimod	CIDs09871074	Phase 2	unapproved	C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1	
ticagrelor	CIDs09871419	Phase 4	approved	CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1	B - BLOOD AND BLOOD FORMING ORGANS
remogliflozin etabonate	CIDs09871420	Phase 2	unapproved	CCOC(=O)OC[C@H]1O[C@@H](Oc2nn(C(C)C)c(C)c2Cc2ccc(OC(C)C)cc2)[C@H](O)[C@@H](O)[C@@H]1O	
lapaquistat	CIDs09874248	Phase 3	unapproved	COc1cccc([C@H]2O[C@H](CC(=O)N3CCC(CC(=O)O)CC3)C(=O)N(CC(C)(C)COC(C)=O)c3ccc(Cl)cc32)c1OC	
Berubicin	CIDs09874591	Phase 2	unapproved	COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](OCc2ccccc2)[C@H](C)O1	
CP-724714	CIDs09874912	Phase 2	unapproved	COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1	
rivaroxaban	CIDs09875401	Phase 4	approved	O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1	B - BLOOD AND BLOOD FORMING ORGANS
zatarolimus	CIDs09876378	Phase 3	unapproved	CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C	
AGN-PC-0MUZ6H	CIDs09876393	Phase 2	unapproved	Cc1ccc(O)c(C(=O)N[C@H]2CC[C@@H](NC(=O)c3cc(F)cnc3Oc3ccc(F)c(F)c3)CC2)c1	
gabapentin enacarbil	CIDs09883933	Phase 4	approved	CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C	N - NERVOUS SYSTEM
CRF1 antagonist	CIDs09884366	Phase 3	unapproved	CC[C@@H](C)Nc1nc(C)nc2c(-c3ccc(OC)nc3C)c(C)nn12	
W26I0D1D6J	CIDs09884876	Phase 2	unapproved	CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1	
adoprazine	CIDs09887537	Phase 1	unapproved	Fc1ccc(-c2cncc(CN3CCN(c4cccc5c4OCCO5)CC3)c2)cc1	
dapagliflozin	CIDs09887712	Phase 4	approved	CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1	A - ALIMENTARY TRACT AND METABOLISM
denagliptin	CIDs09887754	Phase 2	unapproved	N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1	
solabegron	CIDs09887812	Phase 2	unapproved	O=C(O)c1cccc(-c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2)c1	
evatanepag	CIDs09890801	Phase 2	unapproved	CC(C)(C)c1ccc(CN(Cc2cccc(OCC(=O)O)c2)S(=O)(=O)c2cccnc2)cc1	
imiglitazar	CIDs09890879	Phase 3	unapproved	Cc1oc(-c2ccccc2)nc1COc1ccc(CO/N=C(\CCC(=O)O)c2ccccc2)cc1	
2-5A-anti-hTR	CIDs09892480	Phase 2	unapproved	O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O	
gisadenafil	CIDs09892860	Phase 2	unapproved	CCOc1ncc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(CCOC)nc2c(=O)[nH]1	
tasidotin	CIDs09895066	Phase 2	unapproved	CC(C)[C@H](NC(=O)[C@H](C(C)C)N(C)C)C(=O)N(C)[C@H](C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)NC(C)(C)C)C(C)C	
nelivaptan	CIDs09895468	Phase 2	unapproved	COc1ccc(S(=O)(=O)N2C(=O)[C@@](c3ccccc3OC)(N3C[C@H](O)C[C@H]3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1	
tofimilast	CIDs09896267	Phase 2	unapproved	CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2	
Z-3282	CIDs09897468	Phase 2	unapproved	N=C(N)NCCC[C@H](NC(=O)CCC(=O)OC[N+]1(c2cc(=O)c3cccc(-c4ccccc4)c3o2)CCOCC1)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)[O-]	
9cUAB30	CIDs09904203	Phase 1	unapproved	CC(=C/C=C/C(C)=C/C(=O)O)/C=C1\CCCc2ccccc21	
Sonedenoson	CIDs09910098	Phase 2	unapproved	Nc1nc(OCCc2ccc(Cl)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	
zibotentan	CIDs09910224	Phase 3	unapproved	COc1nc(C)cnc1NS(=O)(=O)c1cccnc1-c1ccc(-c2nnco2)cc1	
sb-705498	CIDs09910486	Phase 2	unapproved	O=C(Nc1ccccc1Br)N[C@@H]1CCN(c2ccc(C(F)(F)F)cn2)C1	
DB07278	CIDs09911502	Phase 2	unapproved	C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O	
darexaban	CIDs09912771	Phase 3	unapproved	COc1ccc(C(=O)Nc2cccc(O)c2NC(=O)c2ccc(N3CCCN(C)CC3)cc2)cc1	
alpha-TEA	CIDs09913401	Phase 1	unapproved	Cc1c(C)c2c(c(C)c1OCC(=O)O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2	
ABT-925	CIDs09916103	Phase 2	unapproved	CC(C)(C)c1nc(N2CCN(CCCSc3nccc(O)n3)CC2)cc(C(F)(F)F)n1	
CEP-1347	CIDs09917013	Phase 3	unapproved	CCSCc1ccc2c(c1)c1c3c(c4c5cc(CSCC)ccc5n5c4c1n2[C@H]1C[C@](O)(C(=O)OC)[C@]5(C)O1)CNC3=O	
casopitant	CIDs09917021	Phase 3	unapproved	CC(=O)N1CCN([C@H]2CCN(C(=O)N(C)[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1	A - ALIMENTARY TRACT AND METABOLISM
NKP608	CIDs09917079	Phase 2	unapproved	O=C(N[C@H]1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2ccc(Cl)cc2)C1)c1ccnc2ccccc12	
dirlotapide	CIDs09917862	Phase 1	unapproved	CN(Cc1ccccc1)C(=O)[C@@H](NC(=O)c1cc2cc(NC(=O)c3ccccc3-c3ccc(C(F)(F)F)cc3)ccc2n1C)c1ccccc1	
rilapladib	CIDs09918381	Phase 2	unapproved	COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1	
tofacitinib	CIDs09926791	Phase 4	approved	C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
mavoglurant	CIDs09926832	Phase 2	unapproved	COC(=O)N1CC[C@@H]2[C@H]1CCC[C@@]2(O)C#Cc1cccc(C)c1	
vernakalant	CIDs09930048	Phase 4	approved	COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC	C - CARDIOVASCULAR SYSTEM
PHA-543613 hydrochloride	CIDs09930120	Phase 1	unapproved	O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1	
firategrast	CIDs09935681	Phase 2	unapproved	CCOCc1cc(OC)c(-c2ccc(C[C@H](NC(=O)c3c(F)cccc3F)C(=O)O)cc2)c(OC)c1	
SB 743921	CIDs09936388	Phase 1	unapproved	Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1	
capadenoson	CIDs09936489	Phase 2	unapproved	N#Cc1c(N)nc(SCc2csc(-c3ccc(Cl)cc3)n2)c(C#N)c1-c1ccc(OCCO)cc1	
PD-126055	CIDs09937291	Phase 2	unapproved	COc1ccc2c(c1OCc1ccccc1)C[C@@H](C(=O)O)N(C(=O)C(c1ccccc1)c1ccccc1)C2	
darapladib	CIDs09939609	Phase 3	unapproved	CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1c(SCc2ccc(F)cc2)nc(=O)c2c1CCC2	
bremelanotide	CIDs09941379	Phase 4	approved	CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@@H](C(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC1=O	G - GENITO URINARY SYSTEM AND SEX HORMONES
pitolisant	CIDs09948102	Phase 4	approved	Clc1ccc(CCCOCCCN2CCCCC2)cc1	N - NERVOUS SYSTEM
Tak-715	CIDs09952773	Phase 2	unapproved	CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1	
cetilistat	CIDs09952916	Phase 2	unapproved	CCCCCCCCCCCCCCCCOc1nc2ccc(C)cc2c(=O)o1	
SLV 320	CIDs09953064	Phase 2	unapproved	OC1CCC(Nc2nc(-c3ccccc3)nc3[nH]ccc23)CC1	
KB-19281	CIDs09955534	Phase 1	unapproved	O=C(Cn1c(Cl)cnc(NCC(F)(F)c2ccccn2)c1=O)NCc1ncccc1F	
JDTic	CIDs09956146	Phase 1	unapproved	CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1	
GW 590735	CIDs09956726	Phase 2	unapproved	Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(=O)NCc1ccc(OC(C)(C)C(=O)O)cc1	
Teglarinad	CIDs09961434	Phase 1	unapproved	COCCOCCOCCOCCOC(=O)OC[n+]1ccc(N/C(=N/CCCCCCOc2ccc(Cl)cc2)NC#N)cc1	
vortioxetine	CIDs09966051	Phase 4	approved	Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1	N - NERVOUS SYSTEM
GSK239512	CIDs09976892	Phase 2	unapproved	O=C1CCCN1c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1	
dovitinib	CIDs09977819	Phase 3	unapproved	CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1	
fallypride	CIDs10021692	Phase 2	unapproved	C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC	
WAY-362450	CIDs10026128	Phase 1	unapproved	CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21	
OSU-03012	CIDs10027278	Phase 1	unapproved	NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1	
LY2090314	CIDs10029385	Phase 2	unapproved	O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2	
otenabant	CIDs10052040	Phase 3	unapproved	CCNC1(C(N)=O)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1	
pimavanserin	CIDs10071196	Phase 4	approved	CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1	N - NERVOUS SYSTEM
vorapaxar	CIDs10077129	Phase 4	approved	CCOC(=O)N[C@@H]1CC[C@@H]2[C@@H](C1)C[C@H]1C(=O)O[C@H](C)[C@H]1[C@H]2/C=C/c1ccc(-c2cccc(F)c2)cn1	B - BLOOD AND BLOOD FORMING ORGANS
galunisertib	CIDs10090485	Phase 2	unapproved	Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1	
endoxifen	CIDs10090750	Phase 3	unapproved	CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1	
NVP-AUY922	CIDs10096043	Phase 2	unapproved	CCNC(=O)c1noc(-c2cc(C(C)C)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1	
linagliptin	CIDs10096344	Phase 4	approved	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	A - ALIMENTARY TRACT AND METABOLISM
lecozotan	CIDs10116877	Phase 3	unapproved	C[C@H](CN(C(=O)c1ccc(C#N)cc1)c1ccccn1)N1CCN(c2cccc3c2OCCO3)CC1	
preladenant	CIDs10117987	Phase 3	unapproved	COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1	
sepantronium	CIDs10126189	Phase 2	unapproved	COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O	
sofinicline	CIDs10131048	Phase 2	unapproved	Clc1cc(N2C[C@@H]3CN[C@@H]3C2)cnc1Cl	
SU14813	CIDs10138259	Phase 2	unapproved	Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1	
odanacatib	CIDs10152654	Phase 3	unapproved	CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1	
palosuran	CIDs10173280	Phase 2	unapproved	Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1	
besifloxacin	CIDs10178705	Phase 4	approved	N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1	S - SENSORY ORGANS
apixaban	CIDs10182969	Phase 4	approved	COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1	B - BLOOD AND BLOOD FORMING ORGANS
vilanterol	CIDs10184665	Phase 4	approved	OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O	
balicatib	CIDs10201696	Phase 2	unapproved	CCCN1CCN(c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1	
CHEMBL427683	CIDs10225083	Phase 2	unapproved	COc1ccc(C)c(OC(CCN2CCC(n3c(=O)[nH]c4ccccc43)CC2)C(C)C)c1	
E7ILQ6U50J	CIDs10229498	Phase 2	unapproved	O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl	
GW 842166X	CIDs10253143	Phase 2	unapproved	O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F	
L023324	CIDs10257882	Phase 3	unapproved	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1	
aleglitazar	CIDs10274777	Phase 3	unapproved	CO[C@@H](Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O	
CEP-5214	CIDs10275001	Phase 1	unapproved	CC(C)OCc1ccc2c(c1)c1c3c(c4c(c1n2CCCO)Cc1ccccc1-4)C(=O)NC3	
betrixaban	CIDs10275777	Phase 4	approved	COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1	B - BLOOD AND BLOOD FORMING ORGANS
edoxaban	CIDs10280735	Phase 4	approved	CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1	B - BLOOD AND BLOOD FORMING ORGANS
SERBA-1	CIDs10286159	Phase 2	unapproved	Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3CCC[C@@H]32)cc1	
sotrastaurin	CIDs10296883	Phase 2	unapproved	CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1	
NVP-AEE788	CIDs10297043	Phase 2	unapproved	CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1	
dilmapimod	CIDs10297982	Phase 2	unapproved	Cc1cc(F)ccc1-c1nc(NC(CO)CO)nc2c1ccc(=O)n2-c1c(F)cccc1F	
Fedovapagon	CIDs10298385	Phase 2	unapproved	Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C	
eprotirome	CIDs10299876	Phase 3	unapproved	CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)cc2Br)ccc1O	
saracatinib	CIDs10302451	Phase 3	unapproved	CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1	
R306465	CIDs10309899	Phase 1	unapproved	O=C(NO)c1cnc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)nc1	
NTBI	CIDs10316203	Phase 1	unapproved	CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O	
boceprevir	CIDs10324367	Phase 4	approved	CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C	J - ANTIINFECTIVES FOR SYSTEMIC USE
vx-702	CIDs10341154	Phase 2	unapproved	NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F	
ronacaleret	CIDs10345213	Phase 2	unapproved	CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F	
TAK-385	CIDs10348973	Phase 4	approved	CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1	
AZD-4877	CIDs10368812	Phase 2	unapproved	Cc1ccc(C(=O)N(CCCN)C(c2nc3snc(C)c3c(=O)n2Cc2ccccc2)C(C)C)cc1	
AGN-PC-0H78E3	CIDs10406644	Phase 2	unapproved	CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4)oc23)C1CO	
3Z6GAP3R9Q	CIDs10409068	Phase 2	unapproved	CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C	
lecithin	CIDs10425705	Phase 3	unapproved	C[N+](C)(C)CCOP(=O)([O-])OCC(COC=O)OC=O	
TG100-115	CIDs10427712	Phase 2	unapproved	Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1	
MSDC-0160	CIDs10429242	Phase 2	unapproved	CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1	
cc-401	CIDs10430360	Phase 2	unapproved	c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1	
BMS-599626	CIDs10437018	Phase 1	unapproved	Cc1c(NC(=O)OC[C@@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12	
ipragliflozin	CIDs10453870	Phase 3	unapproved	OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O	A - ALIMENTARY TRACT AND METABOLISM
volasertib	CIDs10461508	Phase 3	unapproved	CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C	
resolvin E1	CIDs10473088	Phase 1	unapproved	CC[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O	
Elubrixin	CIDs10479502	Phase 2	unapproved	O=C(Nc1ccc(Cl)c(S(=O)(=O)N2CCNCC2)c1O)Nc1cccc(F)c1Cl	
bacitracin	CIDs10909430	Phase 4	approved	CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1	D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE | R - RESPIRATORY SYSTEM
tafamidis	CIDs11001318	Phase 4	approved	O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1	N - NERVOUS SYSTEM
ABT-PR1	CIDs11151363	Phase 1	unapproved	c1cc2cc(-c3ccc(O[C@H]4CN5CCC4CC5)nn3)ccc2[nH]1	
AZD7762	CIDs11152667	Phase 1	unapproved	NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1	
C11T0WZN2R	CIDs11154544	Phase 2	unapproved	CC[C@@]1(c2cccc(NS(C)(=O)=O)c2)[C@H]2CN(CC3(O)Cc4ccccc4C3)C[C@H]21	
cariprazine	CIDs11154555	Phase 4	approved	CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1	N - NERVOUS SYSTEM
brivanib alaninate	CIDs11154925	Phase 3	unapproved	Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1	
tetrodotoxin	CIDs11174599	Phase 3	unapproved	NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO	
galeterone	CIDs11188409	Phase 3	unapproved	C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2n1cnc2ccccc21	
ADL5747	CIDs11200189	Phase 2	unapproved	CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1	
WP1066	CIDs11210478	Phase 1	unapproved	C[C@H](NC(=O)/C(C#N)=C/c1cccc(Br)n1)c1ccccc1	
R406 free base	CIDs11213558	Phase 2	unapproved	COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC	
ataluren	CIDs11219835	Phase 4	approved	O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1	M - MUSCULO-SKELETAL SYSTEM
emicerfont	CIDs11223423	Phase 2	unapproved	COc1ccc(N2CCc3c(-n4ccc(N5CCNC5=O)n4)cc(C)nc32)c(C)c1	
taranabant	CIDs11226090	Phase 3	unapproved	C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1	
ABT-737	CIDs11228183	Phase 1	unapproved	CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)cc1[N+](=O)[O-]	
brivanib	CIDs11234052	Phase 3	unapproved	Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1	
CHEMBL230158	CIDs11236126	Phase 3	unapproved	CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1	
azilsartan medoxomil	CIDs11238823	Phase 4	approved	CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1	C - CARDIOVASCULAR SYSTEM
UK-396082	CIDs11241908	Phase 1	unapproved	CCCn1cnc(C[C@H](CCCN)C(=O)O)c1	
saxagliptin	CIDs11243969	Phase 4	approved	N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2	
mu-delta	CIDs11250029	Phase 4	approved	COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O	A - ALIMENTARY TRACT AND METABOLISM
elagolix	CIDs11250647	Phase 4	approved	COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
ABT-102	CIDs11256560	Phase 1	unapproved	CC(C)(C)c1ccc2c(c1)CC[C@H]2NC(=O)Nc1cccc2[nH]ncc12	
AMD070	CIDs11256587	Phase 3	unapproved	NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21	
FG-4592	CIDs11256664	Phase 3	unapproved	Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12	B - BLOOD AND BLOOD FORMING ORGANS
